Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# total reads	# left	# right	Mapped (%)	Properly paired (%)	Avg. coverage depth	Coverage >= 1x (%)	# N's per 100 kbp	Reference length	Reference GC (%)	NG50	NG90	auNG	LG50	LG90	Reference mapped (%)	Reference properly paired (%)	Reference avg. coverage depth	Reference coverage >= 1x (%)	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# structural variations	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90	busco_complete	busco_single_copy	busco_multi_copy	busco_fragmented	busco_missing_busco	busco_avg_identity	busco_stop_codon
spades_hybrid_BS14_240_170-1_NP20x_IL10x	366	7	2	1	1	0	141290	61154	50563	42099	42099	0	366	42099	141290	40.00	301	213	13363.6	33	272	2859202	1068476	1068259	7.67	4.54	345	99.95	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.1	99.9	0.65	0
spades_hybrid_BS14_240_170-1_NP20x_IL15x	863	13	4	2	1	0	289082	89803	69913	56395	46387	0	863	46387	289082	41.83	253	213	8476.9	179	687	3920797	1599343	1598987	7.88	5.16	215	99.9	38.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.5	99.5	0.82	0
spades_hybrid_BS14_240_170-1_NP20x_IL60x	5079	2402	1508	962	242	34	27259902	26676907	24139568	20165354	8910875	2115373	5079	85407	27259902	49.57	17412	4526	21703.9	471	1592	13111692	6196827	6192398	84.34	75.64	61	99.87	67.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90.9	90.9	0	6.1	3	0.68	27
spades_hybrid_BS14_240_170-1_NP25x_IL10x	366	7	2	1	1	0	141290	61154	50563	42099	42099	0	366	42099	141290	40.00	301	213	13363.6	33	272	3040117	1068476	1068259	7.89	4.27	404	99.97	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.1	99.9	0.65	0
spades_hybrid_BS14_240_170-1_NP25x_IL15x	863	13	4	2	1	0	289082	89803	69913	56395	46387	0	863	46387	289082	41.83	253	213	8476.9	179	687	4101712	1599343	1598987	8.07	4.93	246	99.91	38.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.5	99.5	0.82	0
spades_hybrid_BS14_240_170-1_NP25x_IL60x	4516	1901	1304	903	313	67	27412632	26885919	25205284	22236355	12774061	4304359	4516	129418	27412632	49.58	23351	6132	28670.0	352	1208	13292905	6197028	6192495	85.01	74.83	64	99.87	45.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	92.9	92.9	0	4.6	2.5	0.67	27
spades_hybrid_BS14_240_170-1_NP30x_IL10x	364	7	3	1	1	0	144411	64850	56701	42099	42099	0	364	42099	144411	39.73	307	213	13293.2	26	268	3221272	1068484	1068262	8.11	4.05	451	99.97	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.1	99.9	0.65	0
spades_hybrid_BS14_240_170-1_NP30x_IL15x	862	16	4	2	1	0	291043	93585	69912	56394	46387	0	862	46387	291043	41.89	254	213	8428.5	174	685	4282860	1599345	1598989	8.25	4.73	275	99.91	37.80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.5	99.5	0.82	0
spades_hybrid_BS14_240_170-1_NP30x_IL50x	8443	3662	1632	796	99	5	26385937	25098947	19763851	13753980	3239232	285976	8443	67132	26385937	49.56	10476	2218	13044.6	742	2788	11433808	5176305	5172977	83.76	69.84	60	99.75	62.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81	81	0	12	7	0.69	27.4
spades_hybrid_BS14_240_170-1_NP30x_IL60x	4046	1495	1111	829	358	110	27585427	27097520	26007963	23923283	16312240	7804672	4046	148618	27585427	49.63	30241	8072	37962.1	267	929	13482596	6201233	6196837	85.61	74.17	68	99.86	37.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94.5	94.5	0	4.1	1.5	0.67	27.7
spades_hybrid_BS14_240_170-1_NP35x_IL35x	18755	3380	609	114	0	0	15743960	10920539	4851099	1509865	0	0	18755	23859	15743960	49.14	2576	236	3985.7	1471	11410	8803712	3769219	3769219	60.52	40.58	57	99.46	92.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.7	29.7	0	26.5	43.8	0.73	21.8
spades_hybrid_BS14_240_170-1_NP35x_IL40x	16426	4539	1128	306	10	1	21856948	18127071	10103371	4366698	347115	67098	16426	67098	21856948	49.34	4435	420	6266.8	1304	6942	9878388	4306557	4306557	74.87	55.9	58	99.5	78.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52.6	52.6	0	21.6	25.7	0.71	23.8
spades_hybrid_BS14_240_170-1_NP35x_IL50x	7734	3113	1592	866	153	8	26659648	25502807	21415437	16179761	5172401	497095	7734	89459	26659648	49.54	12875	2783	15873.6	617	2273	11621307	5179739	5176294	84.63	69.35	63	99.74	47.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84	84	0	10	5.9	0.68	28.1
spades_hybrid_BS14_240_170-1_NP35x_IL60x	3743	1196	934	737	368	147	27646285	27175219	26401771	24934626	19039668	11288073	3743	172371	27646285	49.61	40464	10104	49072.6	204	732	13660912	6200050	6195588	86.12	73.3	71	99.86	28.60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95.8	95.8	0	3.2	1.1	0.67	28.5
spades_hybrid_BS14_240_170-1_NP40x_IL35x	18109	3404	734	160	0	0	16514278	12035293	6089832	2163634	0	0	18109	23859	16514278	49.18	3101	238	4658.9	1289	10434	8983949	3769219	3769219	62.62	41.33	60	99.48	79.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.3	34.3	0	24	41.7	0.72	21.5
spades_hybrid_BS14_240_170-1_NP40x_IL40x	15642	4243	1235	398	17	1	22569616	19162280	11830035	5921056	547831	67098	15642	67098	22569616	49.38	5407	462	7344.8	1131	5959	9722633	4140074	4137048	75.99	55.93	59	99.51	65.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.3	58.3	0	19.1	22.6	0.7	23.8
spades_hybrid_BS14_240_170-1_NP40x_IL50x	7170	2631	1506	908	206	18	26947574	25874765	22782348	18420942	7361865	1170064	7170	97252	26947574	49.55	15599	3403	19324.2	518	1859	11807976	5182901	5179564	85.47	68.82	67	99.74	36.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.1	87.1	0	8.3	4.6	0.68	29.1
spades_hybrid_BS14_240_170-1_NP40x_IL60x	3520	983	793	638	361	168	27710861	27245061	26685102	25544738	21016915	14113671	3520	243276	27710861	49.61	51428	11873	61650.7	163	583	13842837	6200895	6196431	86.57	72.59	75	99.87	20.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.1	97.1	0	1.8	1.1	0.66	28.5
spades_hybrid_BS14_240_170-1_NP50x_IL30x	14440	1589	305	46	1	1	9209231	5557145	2526755	709039	125851	125851	14440	125851	9209231	48.70	2056	231	5110.3	938	10000	8073671	3135078	3132310	43.34	23.65	78	99.63	70.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.4	17.4	0	20.1	62.5	0.73	25
spades_hybrid_BS14_240_170-1_NP50x_IL35x	17037	3310	956	271	2	0	17937038	13989909	8462590	3734201	55521	0	17037	29987	17937038	49.26	4602	240	5922.3	1062	8757	9344721	3769219	3769219	66.43	42.52	66	99.53	62.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.5	42.5	0	20.7	36.8	0.71	24.2
spades_hybrid_BS14_240_170-1_NP50x_IL40x	14424	3731	1411	563	34	2	23727997	20784007	14873135	8862378	1092829	128649	14424	67098	23727997	49.41	7311	545	9389.9	916	4498	10099145	4147816	4145046	79.11	56.12	66	99.55	48.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.2	66.1	0.1	15.6	18.2	0.7	25.5
spades_hybrid_BS14_240_170-1_NP50x_IL60x	3230	695	593	507	320	186	27804747	27347050	27046175	26411903	23334643	18488551	3230	362049	27804747	49.63	77363	16496	88346.2	113	402	14206156	6202201	6197672	87.54	70.91	82	99.88	15.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.2	98.2	0	1.1	0.8	0.66	29.2
spades_hybrid_BS14_240_170-1_NP60x_IL20x	2589	30	7	1	1	1	787536	162752	107927	67976	67976	67976	2589	67976	787536	45.32	240	218	6613.5	789	2163	6411997	2122773	2121959	11.42	4.96	215	99.95	34.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	2.4	97.6	0.82	0
spades_hybrid_BS14_240_170-1_NP60x_IL25x	8818	350	52	5	1	0	3128237	1084941	388827	79546	27150	0	8818	27150	3128237	47.76	306	223	1947.9	1435	6613	7423833	2629037	2627531	21.99	9.34	100	99.11	49.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.6	3.6	0	9.9	86.5	0.77	33.3
spades_hybrid_BS14_240_170-1_NP60x_IL30x	14086	1708	392	71	1	1	9872535	6437222	3269184	1009773	83853	83853	14086	83853	9872535	48.90	2774	232	4746.4	834	9358	8431111	3133256	3130590	44.88	23.94	81	99.66	62.50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.1	21.1	0	18.9	60	0.73	23.1
spades_hybrid_BS14_240_170-1_NP60x_IL40x	13670	3335	1516	689	60	3	24631226	21953826	17145233	11236896	1915111	185039	13670	67098	24631226	49.45	8997	734	11052.3	803	3585	10469801	4152687	4149849	81.48	55.93	72	99.58	40.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73.4	73.2	0.1	12.5	14.1	0.69	25.7
spades_hybrid_BS05_240_246-2_NP60x_IL60x	8089	1341	967	768	408	169	30898846	29423991	28483757	26998125	21084935	12617359	8089	197350	30898846	60.28	40141	7602	47699.8	233	861	12967099	6052255	5986045	86.33	75.53	66	99.31	30.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	94.7	0.3	2.9	2.1	0.67	28.3
spades_hybrid_BS11_CNT_642-4_NP10x_IL40x	8398	4621	1903	887	126	8	31492834	30149215	23251843	16074679	4456475	505109	8398	92359	31492834	46.68	10275	2148	13809.4	855	3427	10467517	4891743	4888221	95.99	86.97	46	99.78	108.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86	85.9	0.1	9.1	4.9	0.8	16.7
spades_hybrid_BS11_CNT_642-4_NP10x_IL60x	1413	479	406	367	285	215	33143195	32968287	32775811	32491707	31074264	28529482	1413	459268	33143195	46.74	140074	37130	162605.4	75	245	15287490	7302565	7297372	98.39	93.63	63	99.95	18.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.1	98.8	0.3	0	0.9	0.74	20.9
spades_hybrid_BS11_CNT_642-4_NP15x_IL10x	2878	324	244	218	189	154	33762970	33161829	32998702	32813491	32337104	31102661	2878	824948	33762970	46.67	235131	61979	278303.4	45	142	3527401	1248168	1247775	97.75	69.54	22	99.96	4.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.8	98.7	0.1	0.5	0.7	0.74	21.6
spades_hybrid_BS11_CNT_642-4_NP15x_IL15x	2345	12	4	2	0	0	624207	65162	49572	32865	0	0	2345	22132	624207	44.23	233	217	1490.2	877	1979	4775599	1872401	1871740	5.65	2.52	87	99.69	195.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	0.3	0	2	97.8	0.89	0
spades_hybrid_BS11_CNT_642-4_NP15x_IL20x	10060	464	146	56	2	0	4778651	2196828	1450716	837080	63727	0	10060	35402	4778651	46.05	520	227	4434.4	751	7797	5957379	2464083	2461838	20.26	12.41	39	99.67	53.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.4	7.4	0	13.6	79	0.87	19.6
spades_hybrid_BS11_CNT_642-4_NP15x_IL25x	18756	2562	711	283	37	1	16879528	12033527	7878252	4871613	1212028	69783	18756	69783	16879528	46.54	4233	235	8017.3	834	11203	7303302	3135922	3135922	56.85	41.43	38	99.29	70.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.3	37.2	0.1	23.6	39.1	0.83	15.5
spades_hybrid_BS11_CNT_642-4_NP15x_IL30x	18088	4258	1335	589	92	4	26797534	22456220	15791331	10533065	3068330	296279	18088	82828	26797534	46.65	7039	403	10873.6	933	6920	8557902	3763222	3763222	82.96	66.63	42	99.31	69.50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.7	65.4	0.3	18.7	15.6	0.8	16.9
spades_hybrid_BS11_CNT_642-4_NP15x_IL35x	11436	4008	1673	863	185	17	31023887	28740646	22989904	17218115	6623715	1084851	11436	99320	31023887	46.73	11974	1568	16130.1	707	3352	9593691	4282942	4279291	92.84	80.4	45	99.55	62.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84.2	84	0.1	9.5	6.3	0.79	17.6
spades_hybrid_BS11_CNT_642-4_NP15x_IL40x	5991	2705	1566	1007	351	57	32445944	31514162	28465859	24416667	13747444	3598580	5991	92359	32445944	46.71	21397	4136	25460.7	459	1729	10835584	4903678	4900448	97.26	86.16	51	99.77	46.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.1	92.9	0.3	4	2.9	0.77	19.4
spades_hybrid_BS11_CNT_642-4_NP15x_IL50x	1860	824	683	582	405	214	33079901	32846426	32459976	31703196	28647103	21657740	1860	366101	33079901	46.72	75074	20848	94230.3	131	454	13251516	6112078	6107980	98.49	90.12	60	99.93	25.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.8	97.5	0.3	1.1	1.2	0.75	21.1
spades_hybrid_BS11_CNT_642-4_NP15x_IL60x	1248	317	267	249	203	162	33176596	33001057	32882263	32749060	31942475	30458863	1248	754526	33176596	46.74	229549	58701	271751.3	44	152	15632330	7303071	7297801	98.3	91.58	68	99.95	17.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.3	99.1	0.3	0	0.7	0.74	21.8
spades_hybrid_BS11_CNT_642-4_NP20x_IL10x	2779	236	169	149	131	112	33765761	33169267	33028766	32883395	32560245	31882143	2779	1306104	33765761	46.67	427743	83958	460787.6	26	90	3871768	1248167	1247772	97.4	63.37	26	99.95	4.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.1	98.9	0.1	0.4	0.5	0.74	22.1
spades_hybrid_BS11_CNT_642-4_NP20x_IL15x	2341	15	5	3	0	0	644017	87323	58866	45467	0	0	2341	21972	644017	44.22	234	217	1708.3	830	1965	5119990	1872409	1871752	6.04	2.39	105	99.79	77.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	0.3	0	2	97.8	0.89	0
spades_hybrid_BS14_240_170-1_NP35x_IL10x	363	6	4	1	1	0	145078	65517	61967	42099	42099	0	363	42099	145078	39.69	308	213	13344.5	24	267	3402032	1068491	1068267	8.29	3.84	505	99.97	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.1	99.9	0.65	0
spades_hybrid_BS14_240_170-1_NP35x_IL15x	860	17	4	2	1	0	291413	94968	69912	56394	46387	0	860	46387	291413	41.90	255	213	8423.1	171	683	4463608	1599346	1598988	8.41	4.54	305	99.91	37.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.5	99.5	0.82	0
spades_hybrid_BS14_240_170-1_NP60x_IL35x	16292	3182	1104	365	11	0	19099465	15497123	10397902	5223256	324546	0	16292	41995	19099465	49.32	5623	241	7121.5	944	7523	9429201	3632493	3629443	68.86	42.8	70	99.58	51.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.5	49.5	0	18.6	31.9	0.71	23.5
spades_hybrid_BS14_240_170-1_NP60x_IL60x	3108	579	507	435	304	193	27850805	27399594	27186495	26648196	24566397	20671189	3108	545768	27850805	49.63	91953	20531	112579.7	95	326	14567711	6202511	6197935	88.31	69.21	89	99.89	15.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.9	98.9	0	0.5	0.5	0.66	29.2
spades_hybrid_BS14_240_170-1_NP50x_IL50x	6505	2015	1331	921	286	44	27308869	26308324	24405988	21432700	11213583	2995142	6505	142384	27308869	49.58	20742	4761	26087.7	394	1367	12175519	5186434	5182802	86.81	67.45	74	99.76	27.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90.6	90.6	0	5.8	3.6	0.67	28.5
spades_hybrid_BS14_240_170-1_NP40x_IL10x	362	6	4	1	1	0	147627	68529	64979	42099	42099	0	362	42099	147627	39.48	320	213	13424.3	19	265	3582282	1068499	1068272	8.47	3.65	553	99.97	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.1	99.9	0.65	0
spades_hybrid_BS14_240_170-1_NP40x_IL15x	856	18	4	2	1	0	293898	98612	70343	56394	46387	0	856	46387	293898	41.94	257	213	8415.8	162	678	4643888	1599367	1599010	8.56	4.38	337	99.91	37.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.5	99.5	0.82	0
spades_hybrid_BS14_240_170-1_NP60x_IL50x	6233	1740	1243	880	341	69	27506187	26527194	25122513	22446768	13700655	4416915	6233	132936	27506187	49.59	24867	5840	29254.2	344	1176	12540435	5188466	5184704	88.06	65.82	81	99.78	24.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	92.9	92.9	0	4.5	2.6	0.67	28.4
spades_hybrid_BS14_240_170-1_NP50x_IL10x	364	5	4	1	1	0	146464	66181	64978	42099	42099	0	364	42099	146464	39.60	309	213	13496.9	23	267	3943042	1068495	1068264	8.73	3.32	669	99.97	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.1	99.9	0.65	0
spades_hybrid_BS14_240_170-1_NP50x_IL15x	856	18	4	2	1	0	293857	98571	70343	56394	46387	0	856	46387	293857	41.95	257	213	8416.3	162	678	5004660	1599367	1599010	8.82	4.06	400	99.96	40.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.5	99.5	0.82	0
spades_hybrid_BS14_240_170-1_NP60x_IL15x	854	17	5	3	1	0	301226	106220	82085	66828	46387	0	854	46387	301226	41.74	263	213	8589.3	146	672	5366209	1599654	1599290	9.23	3.8	465	99.06	946.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.5	99.5	0.82	0
spades_hybrid_BS14_240_170-1_NP60x_IL10x	364	5	4	1	1	0	146463	66180	64977	42099	42099	0	364	42099	146463	39.60	309	213	13496.9	23	267	4304023	1068494	1068264	8.96	3.04	779	99.97	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.1	99.9	0.65	0
